tick,t_h,T_out,T_in,Q,energy_cum_kWh,error,in_band,violation_Fh
788,13.1333,39.023,69.739,5.000,54.350,0.267,1,0.0000
789,13.1500,39.101,69.779,0.000,54.350,-0.211,1,0.0000
790,13.1667,36.688,69.737,5.000,54.433,0.459,1,0.0000
791,13.1833,38.462,69.774,2.000,54.467,0.142,1,0.0000
792,13.2000,37.352,69.764,5.000,54.550,0.441,1,0.0000
793,13.2167,36.104,69.802,2.000,54.583,0.144,1,0.0000
794,13.2333,37.691,69.789,5.000,54.667,0.497,1,0.0000
795,13.2500,36.362,69.828,5.000,54.750,0.377,1,0.0000
796,13.2667,41.797,69.864,5.000,54.833,0.420,1,0.0000
797,13.2833,40.227,69.909,2.000,54.867,0.061,1,0.0000
798,13.3000,38.518,69.901,5.000,54.950,0.430,1,0.0000
799,13.3167,38.430,69.941,0.000,54.950,-0.046,1,0.0000
800,13.3333,37.212,69.897,2.000,54.983,0.077,1,0.0000
801,13.3500,37.922,69.885,5.000,55.067,0.258,1,0.0000
802,13.3667,40.082,69.924,5.000,55.150,0.163,1,0.0000
803,13.3833,40.373,69.966,2.000,55.183,0.110,1,0.0000
804,13.4000,38.857,69.958,5.000,55.267,0.362,1,0.0000
805,13.4167,37.279,69.998,5.000,55.350,0.398,1,0.0000
806,13.4333,40.317,70.036,0.000,55.350,-0.060,1,0.0000
807,13.4500,38.968,69.995,0.000,55.350,0.022,1,0.0000
808,13.4667,37.667,69.952,5.000,55.433,0.369,1,0.0000
809,13.4833,39.448,69.990,0.000,55.433,-0.161,1,0.0000
810,13.5000,40.639,69.948,5.000,55.517,0.165,1,0.0000
811,13.5167,38.224,69.990,5.000,55.600,0.199,1,0.0000
812,13.5333,37.385,70.029,0.000,55.600,-0.129,1,0.0000
813,13.5500,39.287,69.984,5.000,55.683,0.234,1,0.0000
814,13.5667,37.712,70.025,0.000,55.683,-0.043,1,0.0000
815,13.5833,38.905,69.980,2.000,55.717,0.056,1,0.0000
816,13.6000,38.721,69.970,5.000,55.800,0.376,1,0.0000
817,13.6167,39.673,70.010,0.000,55.800,-0.225,1,0.0000
818,13.6333,41.479,69.968,0.000,55.800,-0.035,1,0.0000
819,13.6500,38.829,69.928,0.000,55.800,-0.354,1,0.0000
820,13.6667,38.488,69.885,0.000,55.800,-0.130,1,0.0000
821,13.6833,38.678,69.842,5.000,55.883,0.159,1,0.0000
822,13.7000,39.347,69.882,0.000,55.883,-0.289,1,0.0000
823,13.7167,39.597,69.839,5.000,55.967,0.444,1,0.0000
824,13.7333,42.175,69.880,0.000,55.967,-0.139,1,0.0000
825,13.7500,38.564,69.842,0.000,55.967,-0.113,1,0.0000
826,13.7667,39.365,69.799,5.000,56.050,0.277,1,0.0000
827,13.7833,36.209,69.840,5.000,56.133,0.447,1,0.0000
828,13.8000,41.375,69.876,5.000,56.217,0.171,1,0.0000
829,13.8167,38.759,69.920,0.000,56.217,-0.047,1,0.0000
830,13.8333,40.244,69.877,5.000,56.300,0.398,1,0.0000
831,13.8500,38.826,69.919,0.000,56.300,-0.203,1,0.0000
832,13.8667,38.469,69.876,0.000,56.300,-0.060,1,0.0000
833,13.8833,40.977,69.832,0.000,56.300,-0.040,1,0.0000
834,13.9000,36.247,69.792,5.000,56.383,0.280,1,0.0000
835,13.9167,36.533,69.829,2.000,56.417,0.121,1,0.0000
836,13.9333,41.101,69.816,0.000,56.417,0.007,1,0.0000
837,13.9500,40.348,69.776,5.000,56.500,0.288,1,0.0000
838,13.9667,41.097,69.818,5.000,56.583,0.298,1,0.0000
839,13.9833,41.062,69.862,0.000,56.583,-0.182,1,0.0000
840,14.0000,40.265,69.822,5.000,56.667,0.247,1,0.0000
841,14.0167,40.242,69.864,5.000,56.750,0.290,1,0.0000
842,14.0333,38.455,69.906,5.000,56.833,0.238,1,0.0000
843,14.0500,39.346,69.946,0.000,56.833,-0.037,1,0.0000
844,14.0667,39.426,69.904,2.000,56.867,0.139,1,0.0000
845,14.0833,40.370,69.895,0.000,56.867,0.050,1,0.0000
846,14.1000,37.629,69.854,0.000,56.867,-0.132,1,0.0000
847,14.1167,36.528,69.809,0.000,56.867,-0.127,1,0.0000
848,14.1333,41.017,69.763,5.000,56.950,0.218,1,0.0000
849,14.1500,41.095,69.806,5.000,57.033,0.236,1,0.0000
850,14.1667,39.885,69.849,2.000,57.067,0.080,1,0.0000
851,14.1833,40.977,69.841,5.000,57.150,0.353,1,0.0000
852,14.2000,39.254,69.884,0.000,57.150,-0.111,1,0.0000
853,14.2167,38.677,69.842,5.000,57.233,0.171,1,0.0000
854,14.2333,38.805,69.882,5.000,57.317,0.396,1,0.0000
855,14.2500,41.557,69.922,5.000,57.400,0.458,1,0.0000
856,14.2667,41.954,69.966,5.000,57.483,0.189,1,0.0000
857,14.2833,37.587,70.010,2.000,57.517,0.143,1,0.0000
858,14.3000,39.008,69.999,0.000,57.517,0.013,1,0.0000
859,14.3167,39.795,69.956,0.000,57.517,-0.373,1,0.0000
860,14.3333,38.662,69.914,0.000,57.517,-0.232,1,0.0000
861,14.3500,37.935,69.870,2.000,57.550,0.066,1,0.0000
862,14.3667,38.623,69.859,5.000,57.633,0.493,1,0.0000
863,14.3833,39.818,69.899,2.000,57.667,0.113,1,0.0000
864,14.4000,39.403,69.891,5.000,57.750,0.150,1,0.0000
865,14.4167,39.864,69.932,0.000,57.750,0.024,1,0.0000
866,14.4333,41.131,69.890,5.000,57.833,0.324,1,0.0000
867,14.4500,40.619,69.933,0.000,57.833,0.040,1,0.0000
868,14.4667,39.718,69.893,5.000,57.917,0.277,1,0.0000
869,14.4833,38.768,69.934,2.000,57.950,0.142,1,0.0000
870,14.5000,37.976,69.924,0.000,57.950,-0.179,1,0.0000
871,14.5167,37.614,69.880,5.000,58.033,0.309,1,0.0000
872,14.5333,41.326,69.918,2.000,58.067,0.060,1,0.0000
873,14.5500,40.423,69.912,5.000,58.150,0.501,1,0.0000
874,14.5667,39.918,69.954,0.000,58.150,-0.160,1,0.0000
875,14.5833,41.175,69.913,0.000,58.150,-0.112,1,0.0000
876,14.6000,42.526,69.873,0.000,58.150,0.049,1,0.0000
877,14.6167,40.012,69.835,2.000,58.183,0.060,1,0.0000
878,14.6333,40.399,69.827,0.000,58.183,-0.083,1,0.0000
879,14.6500,42.740,69.786,5.000,58.267,0.190,1,0.0000
880,14.6667,40.563,69.832,0.000,58.267,-0.165,1,0.0000
881,14.6833,38.988,69.791,5.000,58.350,0.379,1,0.0000
882,14.7000,40.324,69.831,5.000,58.433,0.348,1,0.0000
883,14.7167,39.872,69.874,0.000,58.433,-0.009,1,0.0000
884,14.7333,40.040,69.832,5.000,58.517,0.534,1,0.0000
885,14.7500,39.237,69.874,0.000,58.517,-0.125,1,0.0000
886,14.7667,40.650,69.832,5.000,58.600,0.221,1,0.0000
887,14.7833,39.147,69.874,2.000,58.633,0.145,1,0.0000
888,14.8000,39.716,69.865,0.000,58.633,-0.100,1,0.0000
889,14.8167,39.762,69.823,5.000,58.717,0.306,1,0.0000
890,14.8333,41.144,69.865,0.000,58.717,0.033,1,0.0000
891,14.8500,42.005,69.825,0.000,58.717,-0.005,1,0.0000
892,14.8667,41.414,69.786,5.000,58.800,0.425,1,0.0000
893,14.8833,39.047,69.830,0.000,58.800,-0.037,1,0.0000
894,14.9000,43.129,69.787,5.000,58.883,0.193,1,0.0000
895,14.9167,38.297,69.834,2.000,58.917,0.107,1,0.0000
896,14.9333,40.510,69.823,0.000,58.917,-0.199,1,0.0000
897,14.9500,41.908,69.782,2.000,58.950,0.095,1,0.0000
898,14.9667,39.572,69.777,5.000,59.033,0.382,1,0.0000
899,14.9833,41.826,69.818,2.000,59.067,0.147,1,0.0000
900,15.0000,40.611,69.813,5.000,59.150,0.240,1,0.0000
901,15.0167,40.966,69.856,5.000,59.233,0.596,1,0.0000
902,15.0333,41.107,69.899,5.000,59.317,0.170,1,0.0000
903,15.0500,39.388,69.942,0.000,59.317,-0.194,1,0.0000
904,15.0667,38.282,69.900,5.000,59.400,0.185,1,0.0000
905,15.0833,40.794,69.939,0.000,59.400,-0.135,1,0.0000
906,15.1000,38.804,69.899,0.000,59.400,0.039,1,0.0000
907,15.1167,43.696,69.856,2.000,59.433,0.088,1,0.0000
908,15.1333,38.189,69.853,2.000,59.467,0.051,1,0.0000
909,15.1500,39.130,69.842,5.000,59.550,0.399,1,0.0000
910,15.1667,39.454,69.883,5.000,59.633,0.156,1,0.0000
911,15.1833,39.237,69.924,5.000,59.717,0.168,1,0.0000
912,15.2000,39.123,69.964,5.000,59.800,0.283,1,0.0000
913,15.2167,39.623,70.005,0.000,59.800,-0.273,1,0.0000
914,15.2333,40.173,69.963,5.000,59.883,0.256,1,0.0000
915,15.2500,42.048,70.005,0.000,59.883,-0.146,1,0.0000
916,15.2667,41.402,69.966,0.000,59.883,-0.282,1,0.0000
917,15.2833,39.155,69.926,2.000,59.917,0.107,1,0.0000
918,15.3000,38.186,69.917,0.000,59.917,-0.075,1,0.0000
919,15.3167,42.986,69.873,0.000,59.917,-0.179,1,0.0000
920,15.3333,38.704,69.835,5.000,60.000,0.231,1,0.0000
921,15.3500,40.936,69.875,0.000,60.000,-0.141,1,0.0000
922,15.3667,42.171,69.835,0.000,60.000,-0.018,1,0.0000
923,15.3833,41.148,69.797,0.000,60.000,-0.027,1,0.0000
924,15.4000,42.218,69.757,5.000,60.083,0.342,1,0.0000
925,15.4167,39.651,69.802,0.000,60.083,-0.099,1,0.0000
926,15.4333,39.737,69.760,5.000,60.167,0.210,1,0.0000
927,15.4500,39.580,69.802,5.000,60.250,0.350,1,0.0000
928,15.4667,40.072,69.843,5.000,60.333,0.558,1,0.0000
929,15.4833,39.603,69.885,2.000,60.367,0.131,1,0.0000
930,15.5000,38.245,69.876,5.000,60.450,0.524,1,0.0000
931,15.5167,39.011,69.916,0.000,60.450,0.018,1,0.0000
932,15.5333,39.876,69.873,2.000,60.483,0.097,1,0.0000
933,15.5500,38.532,69.865,0.000,60.483,0.034,1,0.0000
934,15.5667,39.293,69.821,5.000,60.567,0.489,1,0.0000
935,15.5833,38.608,69.862,5.000,60.650,0.150,1,0.0000
936,15.6000,40.522,69.902,0.000,60.650,-0.188,1,0.0000
937,15.6167,40.631,69.861,2.000,60.683,0.143,1,0.0000
938,15.6333,40.779,69.854,0.000,60.683,-0.060,1,0.0000
939,15.6500,38.667,69.814,5.000,60.767,0.207,1,0.0000
940,15.6667,39.391,69.854,5.000,60.850,0.356,1,0.0000
941,15.6833,38.816,69.895,0.000,60.850,-0.020,1,0.0000
942,15.7000,38.998,69.851,0.000,60.850,-0.220,1,0.0000
943,15.7167,38.094,69.809,5.000,60.933,0.427,1,0.0000
944,15.7333,39.512,69.848,0.000,60.933,0.030,1,0.0000
945,15.7500,40.409,69.806,0.000,60.933,-0.079,1,0.0000
946,15.7667,36.150,69.765,5.000,61.017,0.497,1,0.0000
947,15.7833,37.905,69.802,5.000,61.100,0.386,1,0.0000
948,15.8000,39.330,69.841,2.000,61.133,0.115,1,0.0000
949,15.8167,37.873,69.832,5.000,61.217,0.342,1,0.0000
950,15.8333,39.742,69.871,5.000,61.300,0.275,1,0.0000
951,15.8500,39.797,69.912,5.000,61.383,0.203,1,0.0000
952,15.8667,37.565,69.954,5.000,61.467,0.198,1,0.0000
953,15.8833,40.917,69.992,0.000,61.467,-0.164,1,0.0000
954,15.9000,39.746,69.951,0.000,61.467,0.023,1,0.0000
955,15.9167,38.739,69.910,2.000,61.500,0.089,1,0.0000
956,15.9333,38.939,69.900,2.000,61.533,0.113,1,0.0000
957,15.9500,41.869,69.890,5.000,61.617,0.211,1,0.0000
958,15.9667,39.012,69.934,5.000,61.700,0.233,1,0.0000
959,15.9833,37.412,69.975,0.000,61.700,0.047,1,0.0000
960,16.0000,38.854,69.929,0.000,61.700,-0.174,1,0.0000
961,16.0167,37.468,69.886,2.000,61.733,0.067,1,0.0000
962,16.0333,41.915,69.875,0.000,61.733,-0.023,1,0.0000
963,16.0500,39.677,69.836,0.000,61.733,-0.004,1,0.0000
964,16.0667,40.197,69.794,2.000,61.767,0.108,1,0.0000
965,16.0833,38.839,69.786,2.000,61.800,0.128,1,0.0000
966,16.1000,38.693,69.776,0.000,61.800,0.010,1,0.0000
967,16.1167,38.143,69.733,5.000,61.883,0.453,1,0.0000
968,16.1333,39.714,69.773,2.000,61.917,0.123,1,0.0000
969,16.1500,40.526,69.764,5.000,62.000,0.422,1,0.0000
970,16.1667,42.975,69.807,2.000,62.033,0.116,1,0.0000
971,16.1833,39.299,69.803,0.000,62.033,0.003,1,0.0000
972,16.2000,38.296,69.761,2.000,62.067,0.133,1,0.0000
973,16.2167,38.184,69.750,0.000,62.067,-0.003,1,0.0000
974,16.2333,36.208,69.707,5.000,62.150,0.422,1,0.0000
975,16.2500,40.690,69.743,5.000,62.233,0.508,1,0.0000
976,16.2667,37.908,69.786,0.000,62.233,-0.023,1,0.0000
977,16.2833,39.938,69.742,5.000,62.317,0.460,1,0.0000
978,16.3000,37.394,69.784,5.000,62.400,0.325,1,0.0000
979,16.3167,37.682,69.822,5.000,62.483,0.357,1,0.0000
980,16.3333,38.067,69.861,2.000,62.517,0.084,1,0.0000
981,16.3500,35.855,69.850,2.000,62.550,0.055,1,0.0000
982,16.3667,39.813,69.836,0.000,62.550,-0.147,1,0.0000
983,16.3833,37.963,69.795,2.000,62.583,0.071,1,0.0000
984,16.4000,41.242,69.784,0.000,62.583,-0.176,1,0.0000
985,16.4167,39.802,69.744,5.000,62.667,0.327,1,0.0000
986,16.4333,39.603,69.786,5.000,62.750,0.212,1,0.0000
987,16.4500,40.542,69.827,0.000,62.750,-0.033,1,0.0000
988,16.4667,40.186,69.787,0.000,62.750,-0.018,1,0.0000
989,16.4833,39.354,69.746,5.000,62.833,0.521,1,0.0000
990,16.5000,41.843,69.787,5.000,62.917,0.311,1,0.0000
991,16.5167,39.212,69.831,2.000,62.950,0.056,1,0.0000
992,16.5333,39.480,69.822,5.000,63.033,0.399,1,0.0000
993,16.5500,36.941,69.863,0.000,63.033,-0.131,1,0.0000
994,16.5667,37.434,69.817,2.000,63.067,0.136,1,0.0000
995,16.5833,39.323,69.806,0.000,63.067,0.028,1,0.0000
996,16.6000,38.874,69.763,5.000,63.150,0.347,1,0.0000
997,16.6167,38.400,69.804,2.000,63.183,0.105,1,0.0000
998,16.6333,39.372,69.794,0.000,63.183,0.036,1,0.0000
999,16.6500,39.596,69.751,0.000,63.183,0.034,1,0.0000
1000,16.6667,39.546,69.709,5.000,63.267,0.769,1,0.0000
1001,16.6833,38.098,69.751,5.000,63.350,0.262,1,0.0000
1002,16.7000,37.663,69.790,0.000,63.350,-0.079,1,0.0000
1003,16.7167,39.745,69.746,5.000,63.433,0.256,1,0.0000
1004,16.7333,38.721,69.787,5.000,63.517,0.340,1,0.0000
1005,16.7500,37.459,69.827,0.000,63.517,-0.084,1,0.0000
1006,16.7667,41.101,69.783,5.000,63.600,0.281,1,0.0000
1007,16.7833,37.544,69.826,3.000,63.650,0.086,1,0.0000
1008,16.8000,38.253,69.831,0.000,63.650,-0.080,1,0.0000
1009,16.8167,37.820,69.787,5.000,63.733,0.261,1,0.0000
1010,16.8333,36.402,69.826,5.000,63.817,0.172,1,0.0000
1011,16.8500,38.867,69.863,2.000,63.850,0.092,1,0.0000
1012,16.8667,38.438,69.853,5.000,63.933,0.163,1,0.0000
1013,16.8833,37.954,69.893,0.000,63.933,0.010,1,0.0000
1014,16.9000,39.511,69.849,5.000,64.017,0.375,1,0.0000
1015,16.9167,36.333,69.890,5.000,64.100,0.415,1,0.0000
1016,16.9333,36.089,69.927,5.000,64.183,0.204,1,0.0000
1017,16.9500,38.682,69.963,0.000,64.183,-0.462,1,0.0000
1018,16.9667,35.966,69.920,5.000,64.267,0.245,1,0.0000
1019,16.9833,38.568,69.956,0.000,64.267,-0.041,1,0.0000
1020,17.0000,41.294,69.912,0.000,64.267,-0.186,1,0.0000
1021,17.0167,39.960,69.872,0.000,64.267,0.004,1,0.0000
1022,17.0333,38.949,69.831,5.000,64.350,0.279,1,0.0000
1023,17.0500,37.365,69.871,5.000,64.433,0.272,1,0.0000
1024,17.0667,36.245,69.910,0.000,64.433,0.043,1,0.0000
1025,17.0833,36.396,69.863,5.000,64.517,0.294,1,0.0000
1026,17.1000,38.832,69.900,5.000,64.600,0.385,1,0.0000
1027,17.1167,39.888,69.940,5.000,64.683,0.357,1,0.0000
1028,17.1333,37.472,69.981,5.000,64.767,0.351,1,0.0000
1029,17.1500,36.604,70.020,0.000,64.767,-0.530,1,0.0000
1030,17.1667,40.815,69.973,2.000,64.800,0.114,1,0.0000
1031,17.1833,35.260,69.966,0.000,64.800,-0.097,1,0.0000
1032,17.2000,37.256,69.918,0.000,64.800,-0.107,1,0.0000
1033,17.2167,37.492,69.872,2.000,64.833,0.136,1,0.0000
1034,17.2333,38.022,69.861,0.000,64.833,0.009,1,0.0000
1035,17.2500,38.561,69.817,5.000,64.917,0.294,1,0.0000
1036,17.2667,35.578,69.857,0.000,64.917,-0.049,1,0.0000
1037,17.2833,38.638,69.809,5.000,65.000,0.268,1,0.0000
1038,17.3000,35.855,69.849,0.000,65.000,0.019,1,0.0000
1039,17.3167,37.454,69.802,5.000,65.083,0.512,1,0.0000
1040,17.3333,35.709,69.840,2.000,65.117,0.099,1,0.0000
1041,17.3500,36.519,69.826,5.000,65.200,0.448,1,0.0000
1042,17.3667,40.027,69.863,0.000,65.200,-0.104,1,0.0000
1043,17.3833,38.270,69.822,5.000,65.283,0.390,1,0.0000
1044,17.4000,38.362,69.861,5.000,65.367,0.385,1,0.0000
1045,17.4167,36.546,69.901,2.000,65.400,0.069,1,0.0000
1046,17.4333,37.622,69.888,5.000,65.483,0.334,1,0.0000
1047,17.4500,37.101,69.926,5.000,65.567,0.279,1,0.0000
1048,17.4667,35.514,69.964,0.000,65.567,-0.318,1,0.0000
1049,17.4833,38.702,69.916,5.000,65.650,0.150,1,0.0000
1050,17.5000,36.062,69.956,5.000,65.733,0.290,1,0.0000
1051,17.5167,35.445,69.992,0.000,65.733,-0.145,1,0.0000
1052,17.5333,38.362,69.944,2.000,65.767,0.129,1,0.0000
1053,17.5500,38.760,69.934,5.000,65.850,0.202,1,0.0000
1054,17.5667,34.435,69.974,0.000,65.850,-0.002,1,0.0000
1055,17.5833,36.750,69.925,3.000,65.900,0.065,1,0.0000
1056,17.6000,38.267,69.929,3.000,65.950,0.064,1,0.0000
1057,17.6167,38.098,69.935,5.000,66.033,0.192,1,0.0000
1058,17.6333,36.261,69.974,3.000,66.083,0.117,1,0.0000
1059,17.6500,37.260,69.977,0.000,66.083,0.015,1,0.0000
1060,17.6667,35.553,69.931,5.000,66.167,0.203,1,0.0000
1061,17.6833,36.414,69.967,5.000,66.250,0.223,1,0.0000
1062,17.7000,38.294,70.004,0.000,66.250,-0.056,1,0.0000
1063,17.7167,38.214,69.960,5.000,66.333,0.172,1,0.0000
1064,17.7333,35.443,69.999,0.000,66.333,-0.223,1,0.0000
1065,17.7500,35.330,69.951,5.000,66.417,0.230,1,0.0000
1066,17.7667,36.701,69.986,5.000,66.500,0.291,1,0.0000
1067,17.7833,37.691,70.023,5.000,66.583,0.182,1,0.0000
1068,17.8000,37.631,70.062,0.000,66.583,-0.219,1,0.0000
1069,17.8167,35.531,70.017,3.000,66.633,0.093,1,0.0000
1070,17.8333,34.507,70.019,5.000,66.717,0.328,1,0.0000
1071,17.8500,37.125,70.053,0.000,66.717,-0.082,1,0.0000
1072,17.8667,35.164,70.007,3.000,66.767,0.058,1,0.0000
1073,17.8833,36.073,70.009,5.000,66.850,0.487,1,0.0000
1074,17.9000,33.843,70.045,0.000,66.850,-0.083,1,0.0000
1075,17.9167,36.676,69.995,5.000,66.933,0.208,1,0.0000
1076,17.9333,34.350,70.032,0.000,66.933,-0.303,1,0.0000
1077,17.9500,35.821,69.982,0.000,66.933,0.011,1,0.0000
1078,17.9667,35.144,69.935,0.000,66.933,-0.058,1,0.0000
1079,17.9833,36.282,69.886,0.000,66.933,-0.159,1,0.0000
1080,18.0000,35.314,69.840,5.000,67.017,0.283,1,0.0000
1081,18.0167,37.412,69.875,0.000,67.017,-0.115,1,0.0000
1082,18.0333,35.600,69.830,5.000,67.100,0.233,1,0.0000
1083,18.0500,34.444,69.866,5.000,67.183,0.188,1,0.0000
1084,18.0667,33.072,69.900,5.000,67.267,0.498,1,0.0000
1085,18.0833,35.272,69.932,2.000,67.300,0.137,1,0.0000
1086,18.1000,34.236,69.917,0.000,67.300,-0.093,1,0.0000
1087,18.1167,36.911,69.868,0.000,67.300,-0.400,1,0.0000
1088,18.1333,34.040,69.822,0.000,67.300,-0.088,1,0.0000
1089,18.1500,37.200,69.772,3.000,67.350,0.109,1,0.0000
1090,18.1667,32.303,69.777,3.000,67.400,0.098,1,0.0000
1091,18.1833,35.270,69.775,0.000,67.400,-0.141,1,0.0000
1092,18.2000,36.289,69.727,5.000,67.483,0.502,1,0.0000
1093,18.2167,37.330,69.764,5.000,67.567,0.161,1,0.0000
1094,18.2333,33.291,69.802,5.000,67.650,0.348,1,0.0000
1095,18.2500,36.950,69.835,0.000,67.650,0.049,1,0.0000
1096,18.2667,33.650,69.789,5.000,67.733,0.331,1,0.0000
1097,18.2833,34.311,69.822,0.000,67.733,-0.065,1,0.0000
1098,18.3000,35.632,69.773,5.000,67.817,0.342,1,0.0000
1099,18.3167,34.684,69.809,5.000,67.900,0.269,1,0.0000
1100,18.3333,34.697,69.843,5.000,67.983,0.313,1,0.0000
1101,18.3500,37.575,69.878,3.000,68.033,0.133,1,0.0000
1102,18.3667,34.648,69.883,0.000,68.033,-0.143,1,0.0000
1103,18.3833,34.055,69.834,5.000,68.117,0.181,1,0.0000
1104,18.4000,36.132,69.868,0.000,68.117,-0.206,1,0.0000
1105,18.4167,34.563,69.821,0.000,68.117,0.031,1,0.0000
1106,18.4333,33.408,69.772,0.000,68.117,0.035,1,0.0000
1107,18.4500,38.697,69.721,5.000,68.200,0.606,1,0.0000
1108,18.4667,32.321,69.762,5.000,68.283,0.186,1,0.0000
1109,18.4833,32.690,69.793,5.000,68.367,0.395,1,0.0000
1110,18.5000,34.702,69.825,5.000,68.450,0.400,1,0.0000
1111,18.5167,36.620,69.859,0.000,68.450,-0.119,1,0.0000
1112,18.5333,33.763,69.813,3.000,68.500,0.103,1,0.0000
1113,18.5500,35.014,69.813,5.000,68.583,0.525,1,0.0000
1114,18.5667,32.823,69.848,5.000,68.667,0.560,1,0.0000
1115,18.5833,33.368,69.880,5.000,68.750,0.154,1,0.0000
1116,18.6000,31.458,69.913,5.000,68.833,0.195,1,0.0000
1117,18.6167,34.825,69.943,3.000,68.883,0.069,1,0.0000
1118,18.6333,30.974,69.944,3.000,68.933,0.144,1,0.0000
1119,18.6500,33.568,69.940,5.000,69.017,0.358,1,0.0000
1120,18.6667,32.638,69.973,5.000,69.100,0.406,1,0.0000
1121,18.6833,35.646,70.004,0.000,69.100,0.046,1,0.0000
1122,18.7000,33.687,69.956,3.000,69.150,0.073,1,0.0000
1123,18.7167,31.247,69.956,0.000,69.150,-0.038,1,0.0000
1124,18.7333,33.466,69.902,0.000,69.150,-0.084,1,0.0000
1125,18.7500,33.058,69.852,5.000,69.233,0.400,1,0.0000
1126,18.7667,35.026,69.884,5.000,69.317,0.504,1,0.0000
1127,18.7833,33.023,69.919,0.000,69.317,-0.053,1,0.0000
1128,18.8000,32.213,69.867,5.000,69.400,0.284,1,0.0000
1129,18.8167,32.150,69.898,3.000,69.450,0.087,1,0.0000
1130,18.8333,33.916,69.896,3.000,69.500,0.115,1,0.0000
1131,18.8500,34.043,69.896,0.000,69.500,-0.189,1,0.0000
1132,18.8667,32.657,69.846,0.000,69.500,-0.071,1,0.0000
1133,18.8833,35.126,69.795,5.000,69.583,0.194,1,0.0000
1134,18.9000,32.763,69.830,5.000,69.667,0.246,1,0.0000
1135,18.9167,32.311,69.862,0.000,69.667,-0.103,1,0.0000
1136,18.9333,35.390,69.810,0.000,69.667,0.033,1,0.0000
1137,18.9500,33.637,69.762,5.000,69.750,0.666,1,0.0000
1138,18.9667,30.790,69.795,5.000,69.833,0.516,1,0.0000
1139,18.9833,30.856,69.824,3.000,69.883,0.067,1,0.0000
1140,19.0000,29.467,69.820,3.000,69.933,0.120,1,0.0000
1141,19.0167,28.909,69.814,5.000,70.017,0.326,1,0.0000
1142,19.0333,33.445,69.840,5.000,70.100,0.613,1,0.0000
1143,19.0500,31.556,69.873,0.000,70.100,-0.180,1,0.0000
1144,19.0667,34.277,69.820,3.000,70.150,0.062,1,0.0000
1145,19.0833,32.461,69.821,5.000,70.233,0.510,1,0.0000
1146,19.1000,30.846,69.852,5.000,70.317,0.218,1,0.0000
1147,19.1167,31.351,69.881,0.000,70.317,0.036,1,0.0000
1148,19.1333,31.078,69.828,5.000,70.400,0.255,1,0.0000
1149,19.1500,31.515,69.857,3.000,70.450,0.126,1,0.0000
1150,19.1667,31.637,69.854,0.000,70.450,-0.043,1,0.0000
1151,19.1833,30.804,69.801,5.000,70.533,0.278,1,0.0000
1152,19.2000,29.699,69.830,3.000,70.583,0.099,1,0.0000
1153,19.2167,32.816,69.824,5.000,70.667,0.302,1,0.0000
1154,19.2333,30.243,69.856,3.000,70.717,0.118,1,0.0000
1155,19.2500,31.339,69.851,5.000,70.800,0.515,1,0.0000
1156,19.2667,33.632,69.881,3.000,70.850,0.057,1,0.0000
1157,19.2833,32.319,69.881,5.000,70.933,0.226,1,0.0000
1158,19.3000,33.931,69.912,0.000,70.933,-0.188,1,0.0000
1159,19.3167,31.764,69.862,0.000,70.933,-0.200,1,0.0000
1160,19.3333,29.262,69.809,5.000,71.017,0.523,1,0.0000
1161,19.3500,29.299,69.836,5.000,71.100,0.456,1,0.0000
1162,19.3667,29.584,69.863,5.000,71.183,0.387,1,0.0000
1163,19.3833,30.431,69.890,5.000,71.267,0.233,1,0.0000
1164,19.4000,31.345,69.919,0.000,71.267,-0.135,1,0.0000
1165,19.4167,29.869,69.865,0.000,71.267,-0.265,1,0.0000
1166,19.4333,31.553,69.810,5.000,71.350,0.307,1,0.0000
1167,19.4500,30.178,69.840,5.000,71.433,0.392,1,0.0000
1168,19.4667,32.117,69.868,5.000,71.517,0.322,1,0.0000
1169,19.4833,31.639,69.899,5.000,71.600,0.667,1,0.0000
1170,19.5000,30.904,69.929,0.000,71.600,-0.218,1,0.0000
1171,19.5167,30.942,69.875,5.000,71.683,0.181,1,0.0000
1172,19.5333,28.002,69.904,5.000,71.767,0.265,1,0.0000
1173,19.5500,31.845,69.930,0.000,71.767,-0.019,1,0.0000
1174,19.5667,30.230,69.877,3.000,71.817,0.102,1,0.0000
1175,19.5833,28.884,69.872,0.000,71.817,0.013,1,0.0000
1176,19.6000,32.225,69.815,5.000,71.900,0.228,1,0.0000
1177,19.6167,29.786,69.846,5.000,71.983,0.284,1,0.0000
1178,19.6333,29.177,69.874,0.000,71.983,0.032,1,0.0000
1179,19.6500,32.456,69.817,5.000,72.067,0.274,1,0.0000
1180,19.6667,30.504,69.848,5.000,72.150,0.193,1,0.0000
1181,19.6833,29.036,69.877,0.000,72.150,0.028,1,0.0000
1182,19.7000,28.916,69.820,5.000,72.233,0.204,1,0.0000
1183,19.7167,28.708,69.847,5.000,72.317,0.403,1,0.0000
1184,19.7333,30.971,69.873,0.000,72.317,-0.002,1,0.0000
1185,19.7500,29.954,69.819,0.000,72.317,-0.051,1,0.0000
1186,19.7667,30.542,69.764,5.000,72.400,0.235,1,0.0000
1187,19.7833,32.361,69.793,3.000,72.450,0.099,1,0.0000
1188,19.8000,30.020,69.791,5.000,72.533,0.393,1,0.0000
