tick,t_h,T_out,T_in,Q,energy_cum_kWh,error,in_band,violation_Fh
937,15.6167,40.631,69.983,2.750,59.954,0.021,1,0.0000
938,15.6333,40.779,69.988,1.002,59.971,-0.194,1,0.0000
939,15.6500,38.667,69.964,3.170,60.024,0.057,1,0.0000
940,15.6667,39.391,69.973,4.537,60.099,0.237,1,0.0000
941,15.6833,38.816,70.006,1.372,60.122,-0.132,1,0.0000
942,15.7000,38.998,69.986,0.000,60.122,-0.354,1,0.0000
943,15.7167,38.094,69.943,5.000,60.205,0.293,1,0.0000
944,15.7333,39.512,69.982,1.723,60.234,-0.104,1,0.0000
945,15.7500,40.409,69.968,0.709,60.246,-0.241,1,0.0000
946,15.7667,36.150,69.939,5.000,60.329,0.322,1,0.0000
947,15.7833,37.905,69.976,4.209,60.400,0.212,1,0.0000
948,15.8000,39.330,70.001,1.973,60.432,-0.046,1,0.0000
949,15.8167,37.873,69.992,3.874,60.497,0.182,1,0.0000
950,15.8333,39.742,70.011,3.358,60.553,0.134,1,0.0000
951,15.8500,39.797,70.025,2.938,60.602,0.090,1,0.0000
952,15.8667,37.565,70.032,3.156,60.654,0.119,1,0.0000
953,15.8833,40.917,70.040,0.459,60.662,-0.212,1,0.0000
954,15.9000,39.746,70.007,2.144,60.698,-0.032,1,0.0000
955,15.9167,38.739,70.001,2.438,60.738,-0.002,1,0.0000
956,15.9333,38.939,69.998,2.586,60.782,0.014,1,0.0000
957,15.9500,41.869,69.998,3.299,60.837,0.103,1,0.0000
958,15.9667,39.012,70.014,3.627,60.897,0.153,1,0.0000
959,15.9833,37.412,70.031,2.219,60.934,-0.010,1,0.0000
960,16.0000,38.854,70.023,0.209,60.937,-0.267,1,0.0000
961,16.0167,37.468,69.983,2.362,60.977,-0.030,1,0.0000
962,16.0333,41.915,69.977,1.612,61.004,-0.126,1,0.0000
963,16.0500,39.677,69.965,1.643,61.031,-0.133,1,0.0000
964,16.0667,40.197,69.951,2.404,61.071,-0.049,1,0.0000
965,16.0833,38.839,69.949,2.509,61.113,-0.035,1,0.0000
966,16.1000,38.693,69.948,1.487,61.138,-0.161,1,0.0000
967,16.1167,38.143,69.929,4.931,61.220,0.257,1,0.0000
968,16.1333,39.714,69.967,2.036,61.254,-0.071,1,0.0000
969,16.1500,40.526,69.959,4.476,61.328,0.227,1,0.0000
970,16.1667,42.975,69.993,1.890,61.360,-0.070,1,0.0000
971,16.1833,39.299,69.987,1.075,61.378,-0.181,1,0.0000
972,16.2000,38.296,69.962,2.132,61.413,-0.068,1,0.0000
973,16.2167,38.184,69.954,1.060,61.431,-0.206,1,0.0000
974,16.2333,36.208,69.927,4.466,61.506,0.201,1,0.0000
975,16.2500,40.690,69.955,5.000,61.589,0.297,1,0.0000
976,16.2667,37.908,69.998,0.500,61.597,-0.234,1,0.0000
977,16.2833,39.938,69.961,4.523,61.673,0.241,1,0.0000
978,16.3000,37.394,69.995,3.300,61.728,0.114,1,0.0000
979,16.3167,37.682,70.005,3.720,61.790,0.175,1,0.0000
980,16.3333,38.067,70.022,1.599,61.816,-0.077,1,0.0000
981,16.3500,35.855,70.004,1.541,61.842,-0.099,1,0.0000
982,16.3667,39.813,69.982,0.108,61.844,-0.293,1,0.0000
983,16.3833,37.963,69.942,2.097,61.879,-0.076,1,0.0000
984,16.4000,41.242,69.933,0.139,61.881,-0.325,1,0.0000
985,16.4167,39.802,69.895,4.386,61.954,0.176,1,0.0000
986,16.4333,39.603,69.927,3.334,62.010,0.072,1,0.0000
987,16.4500,40.542,69.940,1.495,62.035,-0.146,1,0.0000
988,16.4667,40.186,69.924,1.521,62.060,-0.155,1,0.0000
989,16.4833,39.354,69.908,5.000,62.143,0.358,1,0.0000
990,16.5000,41.843,69.949,3.692,62.205,0.148,1,0.0000
991,16.5167,39.212,69.972,1.712,62.233,-0.085,1,0.0000
992,16.5333,39.480,69.957,4.593,62.310,0.263,1,0.0000
993,16.5500,36.941,69.992,0.198,62.313,-0.260,1,0.0000
994,16.5667,37.434,69.949,2.568,62.356,0.004,1,0.0000
995,16.5833,39.323,69.947,1.630,62.383,-0.113,1,0.0000
996,16.6000,38.874,69.931,4.061,62.451,0.179,1,0.0000
997,16.6167,38.400,69.956,2.090,62.486,-0.047,1,0.0000
998,16.6333,39.372,69.947,1.578,62.512,-0.117,1,0.0000
999,16.6500,39.596,69.931,1.451,62.536,-0.146,1,0.0000
1000,16.6667,39.546,69.913,5.000,62.619,0.566,1,0.0000
1001,16.6833,38.098,69.954,2.694,62.664,0.059,1,0.0000
1002,16.7000,37.663,69.955,0.278,62.669,-0.243,1,0.0000
1003,16.7167,39.745,69.914,3.178,62.722,0.087,1,0.0000
1004,16.7333,38.721,69.925,4.032,62.789,0.202,1,0.0000
1005,16.7500,37.459,69.949,0.624,62.800,-0.206,1,0.0000
1006,16.7667,41.101,69.914,3.676,62.861,0.149,1,0.0000
1007,16.7833,37.544,69.936,2.180,62.897,-0.024,1,0.0000
1008,16.8000,38.253,69.927,1.013,62.914,-0.176,1,0.0000
1009,16.8167,37.820,69.900,3.774,62.977,0.149,1,0.0000
1010,16.8333,36.402,69.918,3.096,63.029,0.080,1,0.0000
1011,16.8500,38.867,69.923,2.655,63.073,0.032,1,0.0000
1012,16.8667,38.438,69.924,3.139,63.125,0.092,1,0.0000
1013,16.8833,37.954,69.933,2.108,63.160,-0.030,1,0.0000
1014,16.9000,39.511,69.924,4.804,63.240,0.300,1,0.0000
1015,16.9167,36.333,69.962,4.927,63.322,0.343,1,0.0000
1016,16.9333,36.089,69.997,3.024,63.373,0.133,1,0.0000
1017,16.9500,38.682,70.000,0.000,63.373,-0.500,1,0.0000
1018,16.9667,35.966,69.957,4.123,63.442,0.208,1,0.0000
1019,16.9833,38.568,69.978,1.797,63.471,-0.063,1,0.0000
1020,17.0000,41.294,69.965,0.490,63.480,-0.238,1,0.0000
1021,17.0167,39.960,69.933,2.169,63.516,-0.056,1,0.0000
1022,17.0333,38.949,69.928,4.114,63.584,0.182,1,0.0000
1023,17.0500,37.365,69.953,4.012,63.651,0.191,1,0.0000
1024,17.0667,36.245,69.975,2.159,63.687,-0.022,1,0.0000
1025,17.0833,36.396,69.964,3.940,63.753,0.193,1,0.0000
1026,17.1000,38.832,69.983,4.676,63.831,0.302,1,0.0000
1027,17.1167,39.888,70.018,4.297,63.902,0.280,1,0.0000
1028,17.1333,37.472,70.047,4.191,63.972,0.285,1,0.0000
1029,17.1500,36.604,70.072,0.000,63.972,-0.582,1,0.0000
1030,17.1667,40.815,70.025,2.888,64.020,0.061,1,0.0000
1031,17.1833,35.260,70.033,1.056,64.038,-0.164,1,0.0000
1032,17.2000,37.256,70.002,1.008,64.055,-0.191,1,0.0000
1033,17.2167,37.492,69.974,2.981,64.104,0.035,1,0.0000
1034,17.2333,38.022,69.978,1.777,64.134,-0.109,1,0.0000
1035,17.2500,38.561,69.963,3.901,64.199,0.147,1,0.0000
1036,17.2667,35.578,69.985,1.153,64.218,-0.177,1,0.0000
1037,17.2833,38.638,69.956,3.685,64.280,0.121,1,0.0000
1038,17.3000,35.855,69.974,1.735,64.309,-0.107,1,0.0000
1039,17.3167,37.454,69.956,5.000,64.392,0.358,1,0.0000
1040,17.3333,35.709,69.994,1.918,64.424,-0.054,1,0.0000
1041,17.3500,36.519,69.978,4.802,64.504,0.296,1,0.0000
1042,17.3667,40.027,70.012,0.185,64.507,-0.252,1,0.0000
1043,17.3833,38.270,69.973,4.384,64.580,0.239,1,0.0000
1044,17.4000,38.362,70.002,4.242,64.651,0.244,1,0.0000
1045,17.4167,36.546,70.029,1.660,64.679,-0.059,1,0.0000
1046,17.4333,37.622,70.010,3.950,64.744,0.212,1,0.0000
1047,17.4500,37.101,70.031,3.521,64.803,0.174,1,0.0000
1048,17.4667,35.514,70.044,0.000,64.803,-0.398,1,0.0000
1049,17.4833,38.702,69.996,3.036,64.854,0.070,1,0.0000
1050,17.5000,36.062,70.003,4.377,64.927,0.243,1,0.0000
1051,17.5167,35.445,70.029,0.800,64.940,-0.181,1,0.0000
1052,17.5333,38.362,69.994,3.086,64.991,0.079,1,0.0000
1053,17.5500,38.760,70.002,3.481,65.049,0.134,1,0.0000
1054,17.5667,34.435,70.016,1.969,65.082,-0.044,1,0.0000
1055,17.5833,36.750,70.000,2.314,65.121,-0.010,1,0.0000
1056,17.6000,38.267,69.992,2.437,65.161,0.000,1,0.0000
1057,17.6167,38.098,69.989,3.561,65.221,0.138,1,0.0000
1058,17.6333,36.261,70.004,3.059,65.272,0.087,1,0.0000
1059,17.6500,37.260,70.008,2.191,65.308,-0.016,1,0.0000
1060,17.6667,35.553,69.999,3.457,65.366,0.135,1,0.0000
1061,17.6833,36.414,70.009,3.743,65.428,0.181,1,0.0000
1062,17.7000,38.294,70.024,1.578,65.455,-0.077,1,0.0000
1063,17.7167,38.214,70.007,3.319,65.510,0.125,1,0.0000
1064,17.7333,35.443,70.018,0.317,65.515,-0.242,1,0.0000
1065,17.7500,35.330,69.975,4.156,65.584,0.206,1,0.0000
1066,17.7667,36.701,69.996,4.598,65.661,0.281,1,0.0000
1067,17.7833,37.691,70.027,3.579,65.721,0.178,1,0.0000
1068,17.8000,37.631,70.041,0.487,65.729,-0.198,1,0.0000
1069,17.8167,35.531,70.005,3.165,65.782,0.105,1,0.0000
1070,17.8333,34.507,70.009,4.975,65.865,0.337,1,0.0000
1071,17.8500,37.125,70.043,1.471,65.889,-0.072,1,0.0000
1072,17.8667,35.164,70.022,2.539,65.931,0.043,1,0.0000
1073,17.8833,36.073,70.016,5.000,66.015,0.480,1,0.0000
1074,17.9000,33.843,70.052,1.156,66.034,-0.090,1,0.0000
1075,17.9167,36.676,70.021,3.524,66.093,0.182,1,0.0000
1076,17.9333,34.350,70.033,0.000,66.093,-0.305,1,0.0000
1077,17.9500,35.821,69.984,2.430,66.133,0.009,1,0.0000
1078,17.9667,35.144,69.977,1.583,66.160,-0.100,1,0.0000
1079,17.9833,36.282,69.955,0.676,66.171,-0.227,1,0.0000
1080,18.0000,35.314,69.919,4.324,66.243,0.203,1,0.0000
1081,18.0167,37.412,69.943,1.045,66.260,-0.183,1,0.0000
1082,18.0333,35.600,69.916,3.852,66.324,0.148,1,0.0000
1083,18.0500,34.444,69.932,3.506,66.383,0.122,1,0.0000
1084,18.0667,33.072,69.941,5.000,66.466,0.457,1,0.0000
1085,18.0833,35.272,69.973,2.850,66.514,0.096,1,0.0000
1086,18.1000,34.236,69.973,0.895,66.529,-0.148,1,0.0000
1087,18.1167,36.911,69.938,0.000,66.529,-0.470,1,0.0000
1088,18.1333,34.040,69.892,1.458,66.553,-0.158,1,0.0000
1089,18.1500,37.200,69.867,2.949,66.602,0.015,1,0.0000
1090,18.1667,32.303,69.870,2.811,66.649,0.004,1,0.0000
1091,18.1833,35.270,69.865,0.886,66.664,-0.231,1,0.0000
1092,18.2000,36.289,69.832,5.000,66.747,0.397,1,0.0000
1093,18.2167,37.330,69.868,2.969,66.797,0.057,1,0.0000
1094,18.2333,33.291,69.873,4.704,66.875,0.278,1,0.0000
1095,18.2500,36.950,69.900,2.132,66.911,-0.016,1,0.0000
1096,18.2667,33.650,69.890,4.170,66.980,0.230,1,0.0000
1097,18.2833,34.311,69.909,0.962,66.996,-0.152,1,0.0000
1098,18.3000,35.632,69.876,4.286,67.067,0.239,1,0.0000
1099,18.3167,34.684,69.900,3.631,67.128,0.178,1,0.0000
1100,18.3333,34.697,69.911,4.089,67.196,0.246,1,0.0000
1101,18.3500,37.575,69.931,2.636,67.240,0.080,1,0.0000
1102,18.3667,34.648,69.930,0.511,67.249,-0.189,1,0.0000
1103,18.3833,34.055,69.889,3.286,67.303,0.126,1,0.0000
1104,18.4000,36.132,69.894,0.364,67.309,-0.232,1,0.0000
1105,18.4167,34.563,69.853,2.465,67.351,-0.001,1,0.0000
1106,18.4333,33.408,69.845,2.182,67.387,-0.039,1,0.0000
1107,18.4500,38.697,69.831,5.000,67.470,0.497,1,0.0000
1108,18.4667,32.321,69.871,2.747,67.516,0.077,1,0.0000
1109,18.4833,32.690,69.865,4.732,67.595,0.323,1,0.0000
1110,18.5000,34.702,69.892,4.610,67.672,0.333,1,0.0000
1111,18.5167,36.620,69.920,0.342,67.677,-0.179,1,0.0000
1112,18.5333,33.763,69.879,2.354,67.717,0.037,1,0.0000
1113,18.5500,35.014,69.869,5.000,67.800,0.469,1,0.0000
1114,18.5667,32.823,69.903,5.000,67.883,0.505,1,0.0000
1115,18.5833,33.368,69.935,2.301,67.922,0.098,1,0.0000
1116,18.6000,31.458,69.923,3.094,67.973,0.185,1,0.0000
1117,18.6167,34.825,69.921,2.346,68.012,0.091,1,0.0000
1118,18.6333,30.974,69.911,3.118,68.064,0.176,1,0.0000
1119,18.6500,33.568,69.909,4.819,68.145,0.389,1,0.0000
1120,18.6667,32.638,69.939,5.000,68.228,0.440,1,0.0000
1121,18.6833,35.646,69.971,1.982,68.261,0.080,1,0.0000
1122,18.7000,33.687,69.956,2.068,68.295,0.073,1,0.0000
1123,18.7167,31.247,69.940,1.432,68.319,-0.022,1,0.0000
1124,18.7333,33.466,69.910,1.054,68.337,-0.092,1,0.0000
1125,18.7500,33.058,69.877,5.000,68.420,0.375,1,0.0000
1126,18.7667,35.026,69.909,5.000,68.504,0.478,1,0.0000
1127,18.7833,33.023,69.944,0.900,68.518,-0.078,1,0.0000
1128,18.8000,32.213,69.908,3.715,68.580,0.243,1,0.0000
1129,18.8167,32.150,69.917,2.245,68.618,0.068,1,0.0000
1130,18.8333,33.916,69.902,2.665,68.662,0.108,1,0.0000
1131,18.8500,34.043,69.897,0.322,68.668,-0.190,1,0.0000
1132,18.8667,32.657,69.852,1.501,68.693,-0.078,1,0.0000
1133,18.8833,35.126,69.826,3.570,68.752,0.163,1,0.0000
1134,18.9000,32.763,69.837,4.094,68.820,0.238,1,0.0000
1135,18.9167,32.311,69.854,1.297,68.842,-0.095,1,0.0000
1136,18.9333,35.390,69.823,2.375,68.882,0.019,1,0.0000
1137,18.9500,33.637,69.815,5.000,68.965,0.613,1,0.0000
1138,18.9667,30.790,69.848,5.000,69.048,0.463,1,0.0000
1139,18.9833,30.856,69.877,1.672,69.076,0.014,1,0.0000
1140,19.0000,29.467,69.851,2.433,69.117,0.089,1,0.0000
1141,19.0167,28.909,69.835,4.231,69.187,0.304,1,0.0000
1142,19.0333,33.445,69.849,5.000,69.271,0.604,1,0.0000
1143,19.0500,31.556,69.882,0.000,69.271,-0.188,1,0.0000
1144,19.0667,34.277,69.829,2.125,69.306,0.053,1,0.0000
1145,19.0833,32.461,69.815,5.000,69.389,0.516,1,0.0000
1146,19.1000,30.846,69.846,3.301,69.444,0.224,1,0.0000
1147,19.1167,31.351,69.847,2.063,69.479,0.070,1,0.0000
1148,19.1333,31.078,69.828,3.671,69.540,0.255,1,0.0000
1149,19.1500,31.515,69.835,2.763,69.586,0.148,1,0.0000
1150,19.1667,31.637,69.828,1.494,69.611,-0.017,1,0.0000
1151,19.1833,30.804,69.800,4.039,69.678,0.279,1,0.0000
1152,19.2000,29.699,69.813,2.636,69.722,0.116,1,0.0000
1153,19.2167,32.816,69.801,4.369,69.795,0.325,1,0.0000
1154,19.2333,30.243,69.823,2.848,69.842,0.151,1,0.0000
1155,19.2500,31.339,69.815,5.000,69.926,0.551,1,0.0000
1156,19.2667,33.632,69.845,2.116,69.961,0.093,1,0.0000
1157,19.2833,32.319,69.830,3.717,70.023,0.277,1,0.0000
1158,19.3000,33.931,69.840,0.527,70.032,-0.116,1,0.0000
1159,19.3167,31.764,69.799,0.654,70.043,-0.137,1,0.0000
1160,19.3333,29.262,69.757,5.000,70.126,0.575,1,0.0000
1161,19.3500,29.299,69.784,5.000,70.209,0.508,1,0.0000
1162,19.3667,29.584,69.811,4.885,70.291,0.439,1,0.0000
1163,19.3833,30.431,69.837,3.507,70.349,0.286,1,0.0000
1164,19.4000,31.345,69.840,0.762,70.362,-0.056,1,0.0000
1165,19.4167,29.869,69.800,0.000,70.362,-0.199,1,0.0000
1166,19.4333,31.553,69.744,4.834,70.442,0.373,1,0.0000
1167,19.4500,30.178,69.772,5.000,70.526,0.460,1,0.0000
1168,19.4667,32.117,69.800,4.565,70.602,0.390,1,0.0000
1169,19.4833,31.639,69.824,5.000,70.685,0.743,1,0.0000
1170,19.5000,30.904,69.854,0.000,70.685,-0.143,1,0.0000
1171,19.5167,30.942,69.800,3.375,70.741,0.256,1,0.0000
1172,19.5333,28.002,69.802,4.267,70.812,0.367,1,0.0000
1173,19.5500,31.845,69.815,2.005,70.846,0.095,1,0.0000
1174,19.5667,30.230,69.796,2.856,70.893,0.183,1,0.0000
1175,19.5833,28.884,69.789,2.217,70.930,0.096,1,0.0000
1176,19.6000,32.225,69.769,3.761,70.993,0.274,1,0.0000
1177,19.6167,29.786,69.779,4.327,71.065,0.351,1,0.0000
1178,19.6333,29.177,69.796,2.298,71.104,0.110,1,0.0000
1179,19.6500,32.456,69.778,4.040,71.171,0.313,1,0.0000
1180,19.6667,30.504,69.793,3.445,71.228,0.248,1,0.0000
1181,19.6833,29.036,69.796,2.320,71.267,0.109,1,0.0000
1182,19.7000,28.916,69.778,3.531,71.326,0.246,1,0.0000
1183,19.7167,28.708,69.780,5.000,71.409,0.470,1,0.0000
1184,19.7333,30.971,69.807,1.848,71.440,0.065,1,0.0000
1185,19.7500,29.954,69.783,1.375,71.463,-0.015,1,0.0000
1186,19.7667,30.542,69.751,3.686,71.524,0.248,1,0.0000
1187,19.7833,32.361,69.758,2.723,71.570,0.133,1,0.0000
1188,19.8000,30.020,69.751,5.000,71.653,0.433,1,0.0000
1189,19.8167,30.576,69.780,3.566,71.712,0.257,1,0.0000
1190,19.8333,29.388,69.785,4.765,71.792,0.409,1,0.0000
1191,19.8500,30.338,69.808,2.828,71.839,0.185,1,0.0000
1192,19.8667,31.679,69.800,0.000,71.839,-0.200,1,0.0000
1193,19.8833,30.680,69.747,4.353,71.912,0.321,1,0.0000
1194,19.9000,28.830,69.766,2.379,71.951,0.089,1,0.0000
1195,19.9167,27.566,69.748,3.883,72.016,0.265,1,0.0000
1196,19.9333,29.616,69.755,2.929,72.065,0.155,1,0.0000
1197,19.9500,27.250,69.748,5.000,72.148,0.552,1,0.0000
1198,19.9667,31.613,69.772,1.271,72.169,-0.019,1,0.0000
1199,19.9833,32.017,69.740,3.701,72.231,0.257,1,0.0000
1200,20.0000,31.985,69.749,4.227,72.301,0.328,1,0.0000
1201,20.0167,30.988,69.767,3.193,72.355,0.210,1,0.0000
1202,20.0333,28.703,69.767,2.668,72.399,0.142,1,0.0000
1203,20.0500,28.689,69.754,1.581,72.425,-0.003,1,0.0000
1204,20.0667,28.034,69.723,3.423,72.482,0.205,1,0.0000
1205,20.0833,28.981,69.723,4.469,72.557,0.338,1,0.0000
1206,20.1000,30.741,69.741,1.663,72.585,0.003,1,0.0000
1207,20.1167,31.611,69.714,5.000,72.668,0.446,1,0.0000
1208,20.1333,28.233,69.744,1.006,72.685,-0.072,1,0.0000
1209,20.1500,27.417,69.704,5.000,72.768,0.457,1,0.0000
1210,20.1667,28.702,69.728,1.515,72.793,-0.009,1,0.0000
1211,20.1833,31.183,69.696,2.034,72.827,0.033,1,0.0000
1212,20.2000,28.358,69.677,2.393,72.867,0.062,1,0.0000
1213,20.2167,25.488,69.659,5.000,72.950,0.397,1,0.0000
1214,20.2333,28.465,69.681,3.706,73.012,0.243,1,0.0000
1215,20.2500,25.302,69.686,5.000,73.096,0.613,1,0.0000
1216,20.2667,27.221,69.708,4.186,73.165,0.352,1,0.0000
1217,20.2833,29.444,69.718,3.254,73.220,0.245,1,0.0000
1218,20.3000,27.036,69.717,3.581,73.279,0.282,1,0.0000
1219,20.3167,30.313,69.717,4.599,73.356,0.410,1,0.0000
1220,20.3333,29.568,69.739,1.613,73.383,0.051,1,0.0000
1221,20.3500,27.585,69.710,3.520,73.441,0.263,1,0.0000
1222,20.3667,26.180,69.710,3.817,73.505,0.301,1,0.0000
1223,20.3833,27.887,69.713,2.981,73.555,0.200,1,0.0000
1224,20.4000,28.471,69.705,3.628,73.615,0.274,1,0.0000
1225,20.4167,25.963,69.708,2.329,73.654,0.114,1,0.0000
1226,20.4333,23.205,69.686,3.594,73.714,0.257,1,0.0000
1227,20.4500,30.120,69.682,4.994,73.797,0.434,1,0.0000
1228,20.4667,27.558,69.710,5.000,73.880,0.486,1,0.0000
1229,20.4833,26.885,69.735,2.935,73.929,0.220,1,0.0000
1230,20.5000,29.290,69.724,5.000,74.013,0.475,1,0.0000
1231,20.5167,22.837,69.751,2.946,74.062,0.231,1,0.0000
1232,20.5333,25.015,69.735,4.486,74.137,0.413,1,0.0000
1233,20.5500,25.346,69.748,3.292,74.191,0.275,1,0.0000
1234,20.5667,28.008,69.741,1.789,74.221,0.082,1,0.0000
1235,20.5833,25.195,69.713,2.237,74.259,0.113,1,0.0000
1236,20.6000,27.723,69.688,2.126,74.294,0.082,1,0.0000
1237,20.6167,26.737,69.665,2.872,74.342,0.158,1,0.0000
1238,20.6333,26.927,69.654,2.566,74.385,0.113,1,0.0000
1239,20.6500,26.010,69.637,3.156,74.437,0.176,1,0.0000
1240,20.6667,25.538,69.629,5.000,74.521,0.415,1,0.0000
1241,20.6833,28.134,69.651,5.000,74.604,0.694,1,0.0000
1242,20.7000,24.372,69.677,2.245,74.641,0.132,1,0.0000
1243,20.7167,27.722,69.651,3.581,74.701,0.280,1,0.0000
1244,20.7333,27.398,69.653,2.511,74.743,0.147,1,0.0000
1245,20.7500,24.558,69.636,5.000,74.826,0.477,1,0.0000
1246,20.7667,25.542,69.657,1.124,74.845,-0.017,1,0.0000
1247,20.7833,27.277,69.614,4.569,74.921,0.381,1,0.0000
1248,20.8000,26.083,69.632,4.768,75.001,0.419,1,0.0000
1249,20.8167,25.791,69.650,3.319,75.056,0.254,1,0.0000
1250,20.8333,24.600,69.645,5.000,75.139,0.612,1,0.0000
1251,20.8500,23.754,69.666,1.716,75.168,0.084,1,0.0000
1252,20.8667,25.380,69.630,3.675,75.229,0.302,1,0.0000
1253,20.8833,24.698,69.630,5.000,75.312,0.488,1,0.0000
1254,20.9000,23.108,69.651,2.726,75.358,0.204,1,0.0000
1255,20.9167,26.260,69.632,1.595,75.384,0.049,1,0.0000
1256,20.9333,24.140,69.598,2.763,75.430,0.168,1,0.0000
1257,20.9500,28.469,69.581,4.669,75.508,0.396,1,0.0000
1258,20.9667,23.098,69.602,5.000,75.592,0.460,1,0.0000
1259,20.9833,25.097,69.621,5.000,75.675,0.741,1,0.0000
1260,21.0000,25.266,69.642,2.707,75.720,0.231,1,0.0000
1261,21.0167,25.219,69.626,5.000,75.803,0.570,1,0.0000
1262,21.0333,23.422,69.647,2.551,75.846,0.218,1,0.0000
1263,21.0500,23.134,69.626,5.000,75.929,0.612,1,0.0000
1264,21.0667,26.631,69.644,5.000,76.013,0.677,1,0.0000
1265,21.0833,25.896,69.668,4.215,76.083,0.463,1,0.0000
1266,21.1000,24.570,69.677,4.398,76.156,0.487,1,0.0000
1267,21.1167,24.109,69.688,5.000,76.239,0.604,1,0.0000
1268,21.1333,25.647,69.708,1.889,76.271,0.192,1,0.0000
1269,21.1500,28.113,69.678,2.799,76.318,0.275,1,0.0000
1270,21.1667,24.447,69.667,3.854,76.382,0.390,1,0.0000
1271,21.1833,25.281,69.669,0.642,76.393,-0.013,1,0.0000
1272,21.2000,24.406,69.618,3.783,76.456,0.336,1,0.0000
1273,21.2167,26.905,69.618,5.000,76.539,0.757,1,0.0000
1274,21.2333,23.411,69.642,4.391,76.612,0.456,1,0.0000
1275,21.2500,23.454,69.651,2.036,76.646,0.167,1,0.0000
1276,21.2667,25.326,69.621,1.437,76.670,0.066,1,0.0000
1277,21.2833,23.487,69.583,4.553,76.746,0.423,1,0.0000
1278,21.3000,25.040,69.595,3.782,76.809,0.337,1,0.0000
1279,21.3167,24.395,69.596,4.501,76.884,0.426,1,0.0000
1280,21.3333,23.744,69.609,4.076,76.952,0.382,1,0.0000
1281,21.3500,21.924,69.613,4.717,77.030,0.464,1,0.0000
1282,21.3667,23.240,69.625,4.819,77.111,0.488,1,0.0000
1283,21.3833,22.208,69.641,3.342,77.166,0.314,1,0.0000
1284,21.4000,22.918,69.631,3.450,77.224,0.319,1,0.0000
1285,21.4167,24.592,69.623,3.785,77.287,0.355,1,0.0000
1286,21.4333,23.358,69.624,4.205,77.357,0.405,1,0.0000
1287,21.4500,22.223,69.630,4.420,77.431,0.435,1,0.0000
1288,21.4667,24.963,69.638,2.796,77.477,0.238,1,0.0000
1289,21.4833,22.633,69.622,3.776,77.540,0.345,1,0.0000
1290,21.5000,25.738,69.620,5.000,77.624,0.499,1,0.0000
1291,21.5167,23.114,69.642,2.206,77.660,0.162,1,0.0000
1292,21.5333,21.128,69.614,3.151,77.713,0.257,1,0.0000
1293,21.5500,20.696,69.600,3.130,77.765,0.245,1,0.0000
1294,21.5667,25.211,69.584,5.000,77.848,0.610,1,0.0000
1295,21.5833,22.706,69.606,5.000,77.932,0.523,1,0.0000
1296,21.6000,21.993,69.624,1.852,77.963,0.123,1,0.0000
1297,21.6167,21.469,69.588,5.000,78.046,0.497,1,0.0000
1298,21.6333,22.437,69.605,4.562,78.122,0.450,1,0.0000
1299,21.6500,23.607,69.615,4.645,78.199,0.468,1,0.0000
1300,21.6667,23.589,69.629,4.867,78.281,0.503,1,0.0000
1301,21.6833,22.779,69.646,5.000,78.364,0.534,1,0.0000
1302,21.7000,23.632,69.664,4.731,78.443,0.509,1,0.0000
1303,21.7167,22.055,69.679,5.000,78.526,0.784,1,0.0000
1304,21.7333,21.277,69.697,3.163,78.579,0.355,1,0.0000
1305,21.7500,23.789,69.682,3.740,78.641,0.412,1,0.0000
1306,21.7667,21.749,69.681,2.430,78.682,0.241,1,0.0000
1307,21.7833,20.373,69.654,2.501,78.723,0.225,1,0.0000
1308,21.8000,23.106,69.628,3.080,78.775,0.276,1,0.0000
1309,21.8167,19.594,69.614,5.000,78.858,0.528,1,0.0000
1310,21.8333,22.854,69.628,5.000,78.941,0.585,1,0.0000
1311,21.8500,23.063,69.647,3.826,79.005,0.392,1,0.0000
1312,21.8667,19.799,69.646,0.314,79.010,-0.051,1,0.0000
1313,21.8833,21.343,69.582,4.517,79.086,0.424,1,0.0000
1314,21.9000,21.983,69.590,2.699,79.131,0.205,1,0.0000
1315,21.9167,23.576,69.569,2.978,79.180,0.223,1,0.0000
1316,21.9333,23.771,69.555,3.539,79.239,0.281,1,0.0000
1317,21.9500,22.347,69.550,2.193,79.276,0.110,1,0.0000
1318,21.9667,24.008,69.521,5.000,79.359,0.685,1,0.0000
1319,21.9833,19.805,69.541,5.000,79.442,0.687,1,0.0000
1320,22.0000,18.451,69.555,4.181,79.512,0.415,1,0.0000
1321,22.0167,19.621,69.554,2.856,79.560,0.251,1,0.0000
1322,22.0333,22.681,69.532,5.000,79.643,0.731,1,0.0000
1323,22.0500,20.157,69.551,5.000,79.726,0.632,1,0.0000
1324,22.0667,20.538,69.565,3.841,79.790,0.415,1,0.0000
1325,22.0833,20.851,69.561,1.037,79.808,0.058,1,0.0000
1326,22.1000,18.749,69.511,5.000,79.891,0.768,1,0.0000
1327,22.1167,18.898,69.524,4.263,79.962,0.458,1,0.0000
1328,22.1333,20.000,69.524,2.391,80.002,0.224,1,0.0000
1329,22.1500,18.511,69.496,4.357,80.074,0.445,1,0.0000
1330,22.1667,18.230,69.497,4.233,80.145,0.432,1,0.0000
1331,22.1833,19.142,69.497,5.000,80.228,0.564,1,0.0000
1332,22.2000,20.022,69.510,5.000,80.312,0.853,1,0.0000
1333,22.2167,21.252,69.525,3.555,80.371,0.405,1,0.0000
