t,S,E,I-P,I-A,I-S,I-H,R,D_cum,alive
937,0,1,0,0,0,0,488,12,489
938,1,0,1,0,0,0,487,12,489
939,0,1,0,1,0,0,487,12,489
940,0,0,1,0,0,0,488,12,489
941,0,1,1,0,0,0,487,12,489
942,0,0,1,0,1,0,487,12,489
943,0,0,2,0,0,0,487,12,489
944,0,0,0,0,2,0,487,12,489
945,0,0,1,0,0,0,488,12,489
946,0,0,0,0,1,0,488,12,489
947,0,1,0,0,0,0,488,12,489
948,0,0,1,0,0,0,488,12,489
949,1,0,1,0,0,0,487,12,489
950,0,1,0,0,1,0,487,12,489
951,0,0,1,0,0,0,488,12,489
952,0,1,1,0,0,0,487,12,489
953,0,0,1,0,0,0,488,12,489
954,1,0,0,0,0,1,487,12,489
955,0,0,1,0,0,0,488,12,489
956,0,0,1,0,1,0,487,12,489
957,0,0,0,0,0,0,489,12,489
958,0,1,0,0,0,0,488,12,489
959,0,0,0,1,0,0,488,12,489
960,1,0,0,0,0,0,488,12,489
961,0,1,0,0,0,0,488,12,489
962,1,0,1,0,0,0,487,12,489
963,0,0,1,0,0,0,488,12,489
964,0,1,0,0,1,0,487,12,489
965,0,0,1,0,0,0,488,12,489
966,1,0,0,0,1,0,487,12,489
967,0,1,0,0,0,0,488,12,489
968,1,0,0,0,1,0,487,12,489
969,1,0,1,0,0,1,486,12,489
970,0,0,1,0,1,1,486,12,489
971,1,0,1,0,0,0,487,12,489
972,0,1,0,0,1,0,487,12,489
973,1,0,1,0,0,0,487,12,489
974,0,0,2,0,0,0,487,12,489
975,0,0,0,0,2,0,487,12,489
976,0,1,0,0,0,0,488,12,489
977,0,0,1,0,0,0,488,12,489
978,1,0,0,0,1,0,487,12,489
979,0,0,2,0,0,0,487,12,489
980,0,0,2,0,0,0,487,12,489
981,0,1,0,2,0,0,486,12,489
982,0,0,1,0,0,0,488,12,489
983,1,0,0,0,1,0,487,12,489
984,0,1,0,0,1,0,487,12,489
985,0,1,1,0,0,0,487,12,489
986,0,0,1,1,0,0,487,12,489
987,1,0,1,0,0,0,487,12,489
988,0,0,1,0,0,0,488,12,489
989,0,1,0,0,0,0,488,12,489
990,0,0,1,0,0,0,488,12,489
991,1,0,0,0,1,0,487,12,489
992,0,0,1,0,0,0,488,12,489
993,0,1,0,1,0,0,487,12,489
994,0,0,1,0,0,0,488,12,489
995,0,1,0,0,1,0,487,12,489
996,0,0,1,0,0,0,488,12,489
997,0,1,0,0,1,0,487,12,489
998,0,1,1,0,1,0,486,12,489
999,0,0,1,0,0,1,487,12,489
1000,0,0,0,0,1,0,488,12,489
1001,0,0,1,0,1,0,487,12,489
1002,0,0,0,0,1,1,487,12,489
1003,1,0,0,0,0,1,487,12,489
1004,0,1,0,0,0,0,488,12,489
1005,1,0,1,0,0,0,487,12,489
1006,0,1,0,1,0,0,487,12,489
1007,0,1,1,0,0,0,487,12,489
1008,0,0,1,0,0,0,488,12,489
1009,1,0,0,0,1,0,487,12,489
1010,0,2,0,0,1,0,486,12,489
1011,0,0,2,0,0,0,487,12,489
1012,1,0,0,1,1,0,486,12,489
1013,0,0,1,0,0,0,488,12,489
1014,0,1,0,0,0,0,488,12,489
1015,0,0,1,0,0,0,488,12,489
1016,0,1,0,0,1,0,487,12,489
1017,0,0,1,0,1,0,487,12,489
1018,0,0,0,0,1,0,488,12,489
1019,0,0,1,0,0,1,487,12,489
1020,0,0,1,0,0,0,488,12,489
1021,0,0,1,0,0,0,488,12,489
1022,0,0,0,0,1,0,488,12,489
1023,1,0,0,0,0,0,488,12,489
1024,0,1,0,0,0,0,488,12,489
1025,1,0,1,0,0,0,487,12,489
1026,0,0,0,1,1,0,487,12,489
1027,0,1,0,0,0,1,487,12,489
1028,0,0,1,0,0,0,488,12,489
1029,0,0,0,0,0,0,489,12,489
1030,0,1,0,0,0,0,488,12,489
1031,0,0,1,0,0,0,488,12,489
1032,1,0,1,0,0,0,487,12,489
1033,0,1,0,0,1,0,487,12,489
1034,0,1,0,0,1,0,487,12,489
1035,0,0,0,0,0,0,489,12,489
1036,1,0,0,0,0,0,488,12,489
1037,0,1,0,0,0,0,488,12,489
1038,0,1,1,0,0,0,487,12,489
1039,0,0,2,0,0,0,487,12,489
1040,0,0,1,0,1,0,487,12,489
1041,0,0,0,1,0,0,488,12,489
1042,0,1,0,0,0,0,488,12,489
1043,0,0,0,1,0,0,488,12,489
1044,1,0,0,0,0,0,488,12,489
1045,0,0,1,0,0,0,488,12,489
1046,0,1,0,0,0,0,488,12,489
1047,0,0,1,0,0,0,488,12,489
1048,1,0,0,0,1,0,487,12,489
1049,0,2,0,0,0,0,487,12,489
1050,0,0,2,0,0,0,487,12,489
1051,1,0,0,2,0,0,486,12,489
1052,0,1,0,0,0,0,488,12,489
1053,1,0,1,0,0,0,487,12,489
1054,0,1,1,0,0,0,487,12,489
1055,0,1,1,0,0,0,487,12,489
1056,0,0,2,0,0,0,487,12,489
1057,1,0,0,1,1,0,486,12,489
1058,0,1,0,0,1,0,487,12,489
1059,0,0,2,0,0,0,487,12,489
1060,1,0,0,0,1,0,487,12,489
1061,0,0,1,0,0,1,487,12,489
1062,0,1,0,0,1,0,486,13,488
1063,0,0,0,0,1,0,487,13,488
1064,0,1,0,0,0,1,486,13,488
1065,0,0,1,0,0,1,486,13,488
1066,1,0,1,0,0,0,486,13,488
1067,0,0,1,1,0,0,486,13,488
1068,0,0,1,0,0,0,487,13,488
1069,0,1,0,0,1,0,486,13,488
1070,0,1,1,0,0,0,486,13,488
1071,0,0,2,0,0,0,486,13,488
1072,0,1,0,0,2,0,485,13,488
1073,0,0,1,0,0,0,487,13,488
1074,0,1,0,0,1,0,486,13,488
1075,0,0,1,0,0,1,486,13,488
1076,0,1,1,0,0,1,485,13,488
1077,0,0,1,0,0,0,487,13,488
1078,1,0,0,0,1,0,486,13,488
1079,0,0,0,0,1,0,487,13,488
1080,1,0,0,0,0,0,487,13,488
1081,0,0,1,0,0,0,487,13,488
1082,0,0,0,1,0,0,487,13,488
1083,0,1,0,0,0,0,487,13,488
1084,1,0,1,0,0,0,486,13,488
1085,0,0,1,0,1,0,486,13,488
1086,0,0,0,1,0,0,487,13,488
1087,0,1,0,0,0,0,487,13,488
1088,0,0,2,0,0,0,486,13,488
1089,0,0,0,2,0,0,486,13,488
1090,1,0,0,0,0,0,487,13,488
1091,0,1,0,0,0,0,487,13,488
1092,0,0,1,0,0,0,487,13,488
1093,1,0,0,0,0,0,487,13,488
1094,1,1,0,0,0,0,486,13,488
1095,0,0,2,0,0,0,486,13,488
1096,0,0,0,2,0,0,486,13,488
1097,0,1,0,0,0,0,487,13,488
1098,0,0,1,0,0,0,487,13,488
1099,1,0,0,0,0,0,487,13,488
1100,0,0,1,0,0,0,487,13,488
1101,0,0,2,0,0,0,486,13,488
1102,0,0,0,0,1,0,487,13,488
1103,0,1,0,0,0,0,487,13,488
1104,0,0,1,0,0,0,487,13,488
1105,0,1,1,0,0,0,486,13,488
1106,0,0,1,0,1,0,486,13,488
1107,0,1,0,0,1,0,486,13,488
1108,0,0,1,0,1,0,486,13,488
1109,1,0,0,0,1,0,486,13,488
1110,0,1,0,0,0,0,487,13,488
1111,1,0,1,0,0,0,486,13,488
1112,0,0,2,0,0,0,486,13,488
1113,0,1,0,0,2,0,485,13,488
1114,0,0,1,0,0,0,487,13,488
1115,1,0,0,0,1,0,486,13,488
1116,0,1,0,0,0,0,487,13,488
1117,1,0,1,0,0,0,486,13,488
1118,0,1,0,0,1,0,486,13,488
1119,1,0,1,0,1,0,485,13,488
1120,0,0,0,1,1,0,486,13,488
1121,0,1,0,0,0,0,487,13,488
1122,0,0,1,0,0,0,487,13,488
1123,1,0,0,0,1,0,486,13,488
1124,0,1,0,0,0,0,487,13,488
1125,0,0,2,0,0,0,486,13,488
1126,0,0,0,0,0,0,488,13,488
1127,1,0,0,0,0,0,487,13,488
1128,0,1,0,0,0,0,487,13,488
1129,1,0,1,0,0,0,486,13,488
1130,0,0,0,2,0,0,486,13,488
1131,0,1,0,0,0,0,487,13,488
1132,0,0,1,0,0,0,487,13,488
1133,0,0,2,0,0,0,486,13,488
1134,0,0,0,0,2,0,486,13,488
1135,0,1,0,0,0,0,487,13,488
1136,0,0,1,0,0,0,487,13,488
1137,1,0,0,0,0,0,487,13,488
1138,0,0,1,0,0,0,487,13,488
1139,0,0,2,0,0,0,486,13,488
1140,0,1,0,0,1,0,486,13,488
1141,0,0,0,1,0,0,487,13,488
1142,0,1,0,0,0,0,487,13,488
1143,0,0,1,0,0,0,487,13,488
1144,1,0,0,1,0,0,486,13,488
1145,0,1,0,0,0,0,487,13,488
1146,0,1,1,0,0,0,486,13,488
1147,0,0,1,0,1,0,486,13,488
1148,1,0,0,1,0,0,486,13,488
1149,0,1,0,0,0,0,487,13,488
1150,1,0,0,0,1,0,486,13,488
1151,0,1,0,0,1,0,486,13,488
1152,0,1,0,1,0,0,486,13,488
1153,0,0,0,0,1,0,487,13,488
1154,1,0,0,0,1,0,486,13,488
1155,0,0,1,0,0,1,486,13,488
1156,1,0,0,0,0,0,487,13,488
1157,1,0,1,0,0,0,486,13,488
1158,0,0,1,0,0,0,487,13,488
1159,0,0,0,0,0,0,488,13,488
1160,1,0,0,0,0,0,487,13,488
1161,0,0,1,0,0,0,487,13,488
1162,0,1,0,0,1,0,486,13,488
1163,0,0,1,0,0,0,487,13,488
1164,0,1,0,1,0,0,486,13,488
1165,0,0,1,0,0,0,487,13,488
1166,0,0,1,0,1,0,486,13,488
1167,0,0,1,0,1,0,486,13,488
1168,0,0,0,0,1,0,487,13,488
1169,1,0,0,0,1,0,486,13,488
1170,0,1,0,0,0,0,487,13,488
1171,0,1,1,0,0,0,486,13,488
1172,0,0,2,0,0,0,486,13,488
1173,0,1,0,0,2,0,485,13,488
1174,0,0,1,0,0,0,487,13,488
1175,0,1,1,0,0,0,486,13,488
1176,0,0,1,0,1,0,486,13,488
1177,0,0,1,0,2,0,485,13,488
1178,0,0,1,0,0,2,485,13,488
1179,0,1,0,0,0,0,487,13,488
1180,0,0,1,0,0,0,487,13,488
1181,0,0,0,1,0,0,487,13,488
1182,0,0,1,0,0,0,487,13,488
1183,0,0,1,0,0,0,487,13,488
1184,0,1,0,0,1,0,486,13,488
1185,0,0,1,0,0,0,487,13,488
1186,1,0,0,0,1,0,486,13,488
1187,0,0,1,0,0,0,487,13,488
1188,0,1,0,0,0,0,487,13,488
1189,0,0,1,0,0,0,487,13,488
1190,1,0,0,0,1,0,486,13,488
1191,0,1,0,0,0,1,486,13,488
1192,1,0,1,0,0,1,485,13,488
1193,0,1,0,0,0,0,487,13,488
1194,0,1,0,0,1,0,486,13,488
1195,0,0,1,0,1,0,486,13,488
1196,0,1,0,0,1,0,486,13,488
1197,0,0,1,0,0,0,487,13,488
1198,1,0,0,1,0,0,486,13,488
1199,0,0,1,0,0,0,487,13,488
1200,1,0,1,0,0,0,486,13,488
